id,law_type,registry_number,procurement_method,procurement_name,auction_subject,procurement_code,lot_number,lot_name,starting_price,okdp_classification,okpd_classification,okpd2_classification,position_code,customer_name,organizing_organization,procurement_stage,application_start_date,application_end_date,short_name,created_at
185,44-ФЗ,0373400007725001341,Запрос котировок в электронной форме,Поставку изделий медицинского назначения для отделения КЛД ФГБУ ФЦМН ФМБА России в 2025 году,,'251772843475077280100100081490000244',,,10933.32,,,"32.50.50.190: Изделия медицинские, в том числе хирургические, прочие, не включенные в другие группировки","32.50.50.190-00000862: Контейнер для транспортировки образцов, термоизолированный, многоразового использования","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР МОЗГА И НЕЙРОТЕХНОЛОГИЙ"" ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР МОЗГА И НЕЙРОТЕХНОЛОГИЙ"" ФЕДЕРАЛЬНОГО МЕДИКО-БИОЛОГИЧЕСКОГО АГЕНТСТВА",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка контейнеров для транспортировки образцов (термоизолированных),2025-11-15 13:24:00.535717
187,223-ФЗ,32515401042,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Поставка технических средств охраны для нужд филиала по Республике Башкортостан (г.Уфа),,,1,Поставка технических средств охраны для нужд филиала по Республике Башкортостан (г.Уфа),841153.9,,,"26.30.50.119: Приборы и аппаратура для систем охранной сигнализации прочие, не включенные в другие группировки","26.30.50.119: Приборы и аппаратура для систем охранной сигнализации прочие, не включенные в другие группировки","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОХРАНА"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ",,Подача заявок,2025-11-13 00:00:00,2025-11-24 00:00:00,закупка технических средств охраны для филиала в Республике Башкортостан (г. Уфа),2025-11-15 13:24:00.535717
188,44-ФЗ,0173100014725000313,Электронный аукцион,Оказание услуг по письменному переводу материалов проверок и входящей корреспонденции для нужд Следственного комитета Российской Федерации,,'251770190367777010100100330017430244',,,200000,,,74.30.11.000: Услуги по письменному переводу,74.30.11.000: Услуги по письменному переводу,СЛЕДСТВЕННЫЙ КОМИТЕТ РОССИЙСКОЙ ФЕДЕРАЦИИ,СЛЕДСТВЕННЫЙ КОМИТЕТ РОССИЙСКОЙ ФЕДЕРАЦИИ,Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка услуг письменного перевода материалов проверок,2025-11-15 13:24:00.535717
189,44-ФЗ,0373100014325000064,Запрос котировок в электронной форме,"Оказание услуг по проверке, техническим испытаниям и измерениям параметров электрических сетей, автоматов защиты, заземляющих устройств и изоляции электроустановок",,'251770926441577160100101070637120244',,,99440,,,"71.20.13.000: Услуги в области испытаний, исследований и анализа целостных механических и электрических систем","71.20.13.000: Услуги в области испытаний, исследований и анализа целостных механических и электрических систем","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ВЕТЕРИНАРИИ""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ВЕТЕРИНАРИИ""",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка услуг по испытанию и измерению параметров электроустановок,2025-11-15 13:24:00.535717
190,44-ФЗ,0373100042425000536,Запрос котировок в электронной форме,"Оказание услуг в рамках организации и проведения первенства России по кендо среди юниоров 15-17 лет, юниорок 15-17 лет, девушек 11-14 лет, юношей 11-14 лет",,'251770924989777090100100023280000244',,,313000,,,93.19.11.000: Услуги по содействию в подготовке спортивных и развлекательных мероприятий,93.19.11.000: Услуги по содействию в подготовке спортивных и развлекательных мероприятий,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР ПОДГОТОВКИ СПОРТИВНОГО РЕЗЕРВА""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ФЕДЕРАЛЬНЫЙ ЦЕНТР ПОДГОТОВКИ СПОРТИВНОГО РЕЗЕРВА""",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка услуг по организации спортивного мероприятия: первенства России по кендо,2025-11-15 13:24:00.535717
191,44-ФЗ,0348300016025000341,Электронный аукцион,Поставка (изготовление) печатной продукции (журналы) для нужд ГБУЗ МОСКОВСКОЙ ОБЛАСТИ «ЖУКОВСКАЯ ОКБ» на 2026 год.,,'252501300604850400100104340011723244',,,200283,,,17.23.13.110: Журналы регистрационные из бумаги или картона; 17.23.13.140: Бланки из бумаги или картона,17.23.13.110-00000001: Журнал (книга) регистрации и учета специализированный; 17.23.13.140-00000001: Бланк из бумаги или картона,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ЖУКОВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""ЖУКОВСКАЯ ОБЛАСТНАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,акупка печатной продукции (журналов регистрации),2025-11-15 13:24:00.535717
192,223-ФЗ,32515401025,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Поставка пластиковых бутылок с крышкой для нужд ГБС РАН,,,1,Поставка пластиковых бутылок с крышкой для нужд ГБС РАН,348600,,,"22.22.19.190: Изделия упаковочные (упаковка пластмассовая) прочие, не включенные в другие группировки","22.22.19.190: Изделия упаковочные (упаковка пластмассовая) прочие, не включенные в другие группировки",ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ГЛАВНЫЙ БОТАНИЧЕСКИЙ САД ИМ.Н.В.ЦИЦИНА РОССИЙСКОЙ АКАДЕМИИ НАУК,,Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка пластиковых бутылок с крышкой,2025-11-15 13:24:00.535717
194,44-ФЗ,0873200009825005047,Запрос котировок в электронной форме,"Поставка лекарственного препарата (Филграстим) для обеспечения граждан, имеющих право на получение государственной социальной помощи в городе Москве (УНЗ: Z2545771 - повторная закупка)",,'252771433860977140100141350010000323',,,391812.72,,,,,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,акупка страхования товарно-материальных ценностей,2025-11-15 13:24:00.535717
195,44-ФЗ,0148300000625001877,Электронный аукцион,Оказание услуг по стирке и обработке белья,,'253503102441050310100100860019601244',,,902880,,,96.01.1: Услуги по стирке и чистке (в том числе химической) изделий из тканей и меха,96.01.10.000-00000003: Услуги по стирке и чистке (в том числе химической) изделий из тканей и меха,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 29""",АДМИНИСТРАЦИЯ БОГОРОДСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ,Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка стирки и обработки белья,2025-11-15 13:24:00.535717
196,44-ФЗ,0848300051625001622,Электронный аукцион,"Оказание услуг по техническому обслуживанию систем (средств, установок) обеспечения пожарной безопасности зданий и сооружений для обеспечения муниципальных нужд",,'253504004732550400100100210013312244',,,175450,,,33.12.2: Услуги по ремонту и техническому обслуживанию оборудования специального назначения,33.12.20.000-00000001: Услуги по ремонту и техническому обслуживанию оборудования специального назначения,МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ УДЕЛЬНИНСКИЙ ЦЕНТР ВНЕШКОЛЬНОЙ РАБОТЫ,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК"" РАМЕНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка техобслуживания систем пожарной безопасности,2025-11-15 13:24:00.535717
197,44-ФЗ,0873200009825005046,Запрос котировок в электронной форме,"Поставка лекарственного препарата (Габапентин) для индивидуального обеспечения граждан, имеющих право на получение государственной социальной помощи в городе Москве (УНЗ: Z2545014 - повторная закупка - Д)",,'252771433860977140100139730010000323',,,9835,,,,,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка лекарственного препарата габапентин,2025-11-15 13:24:00.535717
198,44-ФЗ,0373100113725000248,Запрос котировок в электронной форме,Поставка  изделий электротехнического назначения лот 1 для нужд ФГБУ «НМИЦ ПН им. В.П. Сербского» Минздрава России,,'251770403237977040100100140190000244',,,171420.6,,,"27.40.15.150: Лампы светодиодные; 27.40.33.130: Прожекторы и аналогичные светильники узконаправленного света, предназначенные для использования со светодиодными лампами и прочими светодиодными источниками света; 27.40.15.114: Лампы люминесцентные",27.40.15.150-00000002: Лампа светодиодная; 27.40.15.150-00000001: Лампа светодиодная; 27.40.15.114-00000001: Лампа люминесцентная; 27.40.33.130-00000002: Прожектор светодиодный,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПСИХИАТРИИ И НАРКОЛОГИИ ИМЕНИ В.П. СЕРБСКОГО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ПСИХИАТРИИ И НАРКОЛОГИИ ИМЕНИ В.П. СЕРБСКОГО"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,"закупка светодиодных и люминесцентных ламп, прожекторов",2025-11-15 13:24:00.535717
199,44-ФЗ,0873200009825005045,Запрос котировок в электронной форме,"Поставка лекарственного препарата (Габапентин) для индивидуального обеспечения граждан, имеющих право на получение государственной социальной помощи в городе Москве (УНЗ: Z2543744 - Д)",,'252771433860977140100138560010000323',,,2810,,,,,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка лекарственного препарата габапентин,2025-11-15 13:24:00.535717
201,44-ФЗ,0873200009825005044,Запрос котировок в электронной форме,"Поставка лекарственного препарата (Натрия пикосульфат) для индивидуального обеспечения граждан, имеющих право на получение государственной социальной помощи в городе Москве (УНЗ: Z2542507 - Д)",,'252771433860977140100138530010000323',,,1116.9,,,,,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""АГЕНТСТВО ПО ЗАКУПКАМ (КОНТРАКТНАЯ СЛУЖБА) ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка лекарственного препарата натрия пикосульфат,2025-11-15 13:24:00.535717
202,44-ФЗ,0848300051625001620,Электронный аукцион,"Оказание услуг по техническому обслуживанию систем (средств, установок) обеспечения пожарной безопасности зданий и сооружений для обеспечения муниципальных нужд",,'253504004080250400100100450013312244',,,536336,,,33.12.2: Услуги по ремонту и техническому обслуживанию оборудования специального назначения,33.12.20.000-00000001: Услуги по ремонту и техническому обслуживанию оборудования специального назначения,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ РОДНИКОВСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 32,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК"" РАМЕНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка техобслуживания систем пожарной безопасности,2025-11-15 13:24:00.535717
203,44-ФЗ,0373100004725000050,Электронный аукцион,"Оказание услуг по метрологической поверке, калибровке и аттестации средств измерений",,'251773605539377360100100130017112244',,,30928.98,,,"71.12.40.129: Услуги в области метрологии прочие, не включенные в другие группировки","71.12.40.129: Услуги в области метрологии прочие, не включенные в другие группировки",ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МОЛЕКУЛЯРНОЙ БИОЛОГИИ ИМ. В.А. ЭНГЕЛЬГАРДТА РОССИЙСКОЙ АКАДЕМИИ НАУК,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ МОЛЕКУЛЯРНОЙ БИОЛОГИИ ИМ. В.А. ЭНГЕЛЬГАРДТА РОССИЙСКОЙ АКАДЕМИИ НАУК,Подача заявок,2025-11-13 00:00:00,2025-11-19 00:00:00,закупка метрологической поверки и калибровки средств измерений,2025-11-15 13:24:00.535717
204,223-ФЗ,32515400964,"Аукцион в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства","Поставка стальных дверных блоков для нужд Филиала № 1 ГБУ «ЭВАЖД районов Арбат, Пресненский»",,,1,"Поставка стальных дверных блоков для нужд Филиала № 1 ГБУ «ЭВАЖД районов Арбат, Пресненский»",372734.66,,,"25.12.10.190: Двери, окна и их рамы и пороги для дверей из металлов прочие","25.12.10.190: Двери, окна и их рамы и пороги для дверей из металлов прочие","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ПО ЭКСПЛУАТАЦИИ ВЫСОТНЫХ АДМИНИСТРАТИВНЫХ И ЖИЛЫХ ДОМОВ РАЙОНОВ АРБАТ, ПРЕСНЕНСКИЙ",,Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка стальных дверных блоков,2025-11-15 13:24:00.535717
205,44-ФЗ,0548200001525000034,Запрос котировок в электронной форме,Поставка технических материалов,,'252503406517150340100100580010000000',,,351594.88,,,"22.19.73.114: Уплотнители резиновые; 24.43.2: Полуфабрикаты из свинца, цинка и олова или их сплавов; 23.99.1: Продукция минеральная неметаллическая прочая, не включенная в другие группировки; 22.19.73.111: Кольца резиновые уплотнительные","23.99.10.000-00000004: Продукция минеральная неметаллическа я прочая, не включенная в другие группировки; 24.43.20.000-00000005: Полуфабрикаты из свинца, цинка и олова или их сплавов","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ВОДОКАНАЛ""","ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ВОДОКАНАЛ""",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,"закупка технических материалов (уплотнители, полуфабрикаты, минеральная продукция)",2025-11-15 13:24:00.535717
206,44-ФЗ,0848300051625001619,Электронный аукцион,"Оказание услуг по техническому обслуживанию систем (средств, установок) обеспечения пожарной безопасности зданий и сооружений для обеспечения муниципальных нужд",,'253504003941250400100100620013312244',,,378000,,,33.12.2: Услуги по ремонту и техническому обслуживанию оборудования специального назначения,33.12.20.000-00000001: Услуги по ремонту и техническому обслуживанию оборудования специального назначения,МУНИЦИПАЛЬНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СОФЬИНСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ЗАКУПОК"" РАМЕНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ",Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка техобслуживания систем пожарной безопасности,2025-11-15 13:24:00.535717
225,44-ФЗ,0373200128725000018,Электронный аукцион,Оказание услуг по перевозке непродовольственных грузов автомобильным транспортом,,'252770310671977050100100230010000244',,,39900,,,"49.41.19.900: Услуги по перевозке грузов автомобильным транспортом прочие, не включенные в другие группировки","49.41.19.900: Услуги по перевозке грузов автомобильным транспортом прочие, не включенные в другие группировки","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ГОРОДСКОЙ ЦЕНТР ИМУЩЕСТВЕННЫХ ПЛАТЕЖЕЙ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ГОРОДСКОЙ ЦЕНТР ИМУЩЕСТВЕННЫХ ПЛАТЕЖЕЙ""",Подача заявок,2025-11-13 00:00:00,2025-11-24 00:00:00,закупка перевозки непродовольственных грузов,2025-11-15 13:24:00.535717
207,223-ФЗ,32515400952,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Поставка оборудования для нужд филиала по Кемеровской области,,,1,Поставка оборудования для нужд филиала по Кемеровской области,361540.48,,,"26.30.50.119: Приборы и аппаратура для систем охранной сигнализации прочие, не включенные в другие группировки","26.30.50.119: Приборы и аппаратура для систем охранной сигнализации прочие, не включенные в другие группировки","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ОХРАНА"" ФЕДЕРАЛЬНОЙ СЛУЖБЫ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ",,Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка оборудования для систем охранной сигнализации (Кемеровская область),2025-11-15 13:24:00.535717
208,223-ФЗ,32515383310,Прочие,Оказание услуг по предоставлению вестибюльных ковров и уходу за ними для нужд филиала по г. Санкт-Петербургу и Ленинградской области ФГУП «ПВС» МВД России,,,1,Оказание услуг по предоставлению вестибюльных ковров и уходу за ними для нужд филиала по г. Санкт-Петербургу и Ленинградской области ФГУП «ПВС» МВД России,380884.32,,,81.22.12.000: Услуги по чистке и уборке специализированные,81.22.12.000: Услуги по чистке и уборке специализированные,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПАСПОРТНО-ВИЗОВЫЙ СЕРВИС"" МИНИСТЕРСТВА ВНУТРЕННИХ ДЕЛ РОССИЙСКОЙ ФЕДЕРАЦИИ",,Подача заявок,2025-11-10 00:00:00,2025-11-20 00:00:00,закупка вестибюльных ковров и ухода за ними,2025-11-15 13:24:00.535717
209,223-ФЗ,32515400946,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства",Поставка цветного МФУ формата А3 для нужд ЦРП НИИТ (ЭЗК 221/223/25-СМСП),,,1,Поставка цветного МФУ формата А3 для нужд ЦРП НИИТ,323880,,,"26.20.18.110: Устройства периферийные с двумя или более функциями: печать данных, копирование, сканирование, прием и передача факсимильных сообщений","26.20.18.110: Устройства периферийные с двумя или более функциями: печать данных, копирование, сканирование, прием и передача факсимильных сообщений","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ УНИВЕРСИТЕТ ТРАНСПОРТА""",,Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка цветного многофункционального офисного устройства формата А3,2025-11-15 13:24:00.535717
211,44-ФЗ,0373200583125000208,Запрос котировок в электронной форме,Поставка воды питьевой в 2025 году,,'252772719662377270100102270010000244',,,32445.01,,,"11.07.11: Воды минеральные природные упакованные, воды питьевые упакованные, не содержащие сахара, подсластителей, ароматизаторов и других пищевых веществ",11.07.11.120-00000001: Вода питьевая упакованная,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКАЯ ПОЛИКЛИНИКА № 121 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""КОНСУЛЬТАТИВНО-ДИАГНОСТИЧЕСКАЯ ПОЛИКЛИНИКА № 121 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка питьевой воды,2025-11-15 13:24:00.535717
212,223-ФЗ,32515400936,"Запрос котировок в электронной форме, участниками которого могут являться только субъекты малого и среднего предпринимательства","Оказание услуг по адаптации и сопровождению справочно-правовой системы КонсультантПлюс для нужд филиала ППК ""Роскадастр"" по Костромской области",,,1,"Оказание услуг по адаптации и сопровождению справочно-правовой системы КонсультантПлюс для нужд филиала ППК ""Роскадастр"" по Костромской области",223200,,,"63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки","63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки","ПУБЛИЧНО-ПРАВОВАЯ КОМПАНИЯ ""РОСКАДАСТР""",,Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка сопровождения системы КонсультантПлюс,2025-11-15 13:24:00.535717
214,44-ФЗ,0373200652125000016,Запрос котировок в электронной форме,Поставка телевизоров для нужд ГБУ г. Москвы «Атлант»,,'252772864701177280100100570010000244',,,923506.67,,,"26.40.20.122: Приемники телевизионные (телевизоры) цветного изображения с жидкокристаллическим экраном, плазменной панелью",26.40.20.122-00000004: Телевизор,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОЙ ДОСУГОВЫЙ ЦЕНТР ""АТЛАНТ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""МОЙ ДОСУГОВЫЙ ЦЕНТР ""АТЛАНТ""",Подача заявок,2025-11-13 00:00:00,2025-11-20 00:00:00,закупка телевизоров,2025-11-15 13:24:00.535717
215,44-ФЗ,0148300000625001875,Электронный аукцион,Оказание услуг по стирке и обработке белья,,'253503102423350310100101190019601244',,,955635.45,,,96.01.1: Услуги по стирке и чистке (в том числе химической) изделий из тканей и меха,96.01.10.000-00000003: Услуги по стирке и чистке (в том числе химической) изделий из тканей и меха,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБРАЗОВАНИЯ № 10""",АДМИНИСТРАЦИЯ БОГОРОДСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ,Подача заявок,2025-11-13 00:00:00,2025-11-21 00:00:00,закупка стирки и обработки белья,2025-11-15 13:24:00.535717
